publishedAt,comment,sentiment_label
2025-01-25 01:09:22+00:00,"Thank you for roasting DLSS4 framegen. It's deserved.  I turn it off in every first person game, the artifacts are unbearable when moving the camera with a gun at the center of the screen. Same thing with Portal RTX.  The only game in which I didn't find framegen artifacts is The Witcher 3. Guess it's a best case scenario since it's third person",Neutral
2025-01-25 01:10:41+00:00,"Isn't it embarrassing how ltt and their ""lab"" cannot produce better reviews than other much smaller review outlets?😂😂😂",Negative
2025-01-25 01:11:52+00:00,So I have a 4060ti 16gm would upgrading to a 5070 ti be a worthy upgrade?,Neutral
2025-01-25 01:18:55+00:00,first minute of this vid was crazy,Neutral
2025-01-25 01:22:35+00:00,When did old mate displaying the RT results get so flamboyant? Can we chill with being a queen? 7:27,Negative
2025-01-25 01:25:48+00:00,"Oh look, another card only 5% of users can afford.",Negative
2025-01-25 01:28:03+00:00,i think the bigger problem is the lack of proper optimization in alot of games,Negative
2025-01-25 01:30:48+00:00,So the 5090 feels more like a 4090 Ti OC?,Neutral
2025-01-25 01:33:29+00:00,always the victim never the victimizer,Negative
2025-01-25 01:33:55+00:00,"always the victim, never the victimizer",Negative
2025-01-25 01:34:46+00:00,I am currently on 4070 ti super and would like to upgrade to 4090 but the prices aint going down at all. Guess Ill wait for 5080 super which will hopefully be available at msrp and have 24gb vram,Neutral
2025-01-25 01:47:26+00:00,"Hi Linus, could you please make a response video to Louis Rossman? Thanks!",Neutral
2025-01-25 01:48:58+00:00,"So basically, raw performance is about 30% better with 30% more raw cores with 30% more power usage, no innovation there at least  There are nice things like better VRAM but unless you heavily rely on the VRAM it is not that worth it, same for the other features. and frame generation can only be as good as your base framerate, making it actually useless unless you wanna push your marketing like some AI company nowadays  Its not a Bad GPU, but its really not worth it at all if you are on 40xx already lol, could be worth it from my 3060 tho assuming they take 2 years for another generation with the same ""improvements""",Neutral
2025-01-25 01:49:48+00:00,So... I clicked on the link for Linus having his wisdoms removed. Immediately I am met with a paywall for a membership... Fine. Suffer in pain without me watching your content. :),Negative
2025-01-25 01:54:17+00:00,"Is there a method to disable shared memory?  Following a recent update, shared memory is now enabled, limiting RAM speed to 2133MHz and preventing the CPU from achieving maximum boost clock speeds.  I have stability issues and all games run on average 30% slower as result",Negative
2025-01-25 01:58:50+00:00,0:28 The best part of this presentation!,Positive
2025-01-25 02:03:19+00:00,This is terrible Linus. Be better.,Negative
2025-01-25 02:12:48+00:00,0:28 The 5090 is so good that it good 3 big booms from Linus,Positive
2025-01-25 02:13:26+00:00,Refreshed 40 series but with a software upgrade,Neutral
2025-01-25 02:16:28+00:00,I dont even know why im here. Im running a 1070 mobile...,Negative
2025-01-25 02:25:04+00:00,What a disappointment you have become.,Negative
2025-01-25 02:25:58+00:00,"This card doesn't even feel like a new generation when the power usage, performance and price all increased at similar rates. Just feels like a new higher tier RTX 4000 series card.",Negative
2025-01-25 02:27:58+00:00,"Rocking a 2070 super still. I am not sure if the 5000 series is worth the upgrade for me at least. Still getting well over 90fps in the games i play at 1440p  I however am looking to upgrade to 4k overall, so its the only reason why I am looking.",Positive
2025-01-25 02:32:14+00:00,"Unfortunately Alex's explanation of problems with CNN is just completely wrong.  CNNs process each patch of the image in parallel, there's no performance issue in scaling it up.   The key difference between CNNs and Tranformers is that CNNs have a bias towards local information, whereas transformers don't, so they can outperform  CNNs in many cases.",Negative
2025-01-25 02:32:43+00:00,"I'm genuinely curious to see how (in terms of gaming) the generated frames impact user performance. Seems pretty decent in singleplayer games but given that in the next few months/years we'll probably be seeing this tech in competitive situations, I'd love to know whether the frame generation could be a negative or not.",Positive
2025-01-25 02:38:41+00:00,"If you do not make a video very soon explicitly apologizing for not making people aware of Honey's scamming earlier after you took their money, I'm unsubbing and I'm not alone. Do the right thing before it's too late.  Also, Steve was trying to make you look better than you should've by taking you out of context.",Negative
2025-01-25 02:40:03+00:00,Is Linus going to respond to Stephen Burke again at the WAN show?,Neutral
2025-01-25 02:42:13+00:00,Nvidia.. when u spend more you get less! 😂😂,Neutral
2025-01-25 02:46:08+00:00,"i hate that amazing creators like Jonathan Horst from Mac Address and Riley Murdock from TechLinked to name a few are all associated with Linus. I love the content this channel produces. I love the community and the discussions spawned from it, and I love what it attempts to be, but I feel icky supporting Linus. The more I learn about how he runs his business behind the scenes and how he treats people in general breaks the facade for me. I’m sorry Linus Media Group. You all work so hard and did NOTHING wrong, but I must unsubscribe. between the Gamers Nexus controversy and how it’s been handled by linus to the Lois Rossman video and the exchange of emails… i cannot unsee it. i am sure none of you will ever read this but i just felt like i needed to explain myself in hopes maybe things could improve.. thank you",Negative
2025-01-25 02:47:32+00:00,"The xx90 is the only card they give a decent upgrade to now! Its ridicuous. Whats crazy is the 5070 is hardly more powerful than a 3080 10gb (without software enhancments), and theyre trying to say its better than a 4090 lmao. The 30 series over 20 series is the last and final good hardware jump we will ever see again.",Positive
2025-01-25 03:00:03+00:00,Scumball Honey boy,Negative
2025-01-25 03:02:29+00:00,"ONNX DirectML good god, who was subjected to this? I hate this framework it’s such a giant pain for me to use that we gave up at work lol and took a more easy to work with workflow.",Negative
2025-01-25 03:04:41+00:00,"I use it for game development, have a 3090, skipped the 40 series. This one will be on the list.",Neutral
2025-01-25 03:07:30+00:00,Waiting for the 5070 vs 4090 review….,Neutral
2025-01-25 03:09:17+00:00,I really wanna see how AMD new GPU’s handle,Neutral
2025-01-25 03:10:35+00:00,they show the actual board. small. the plastic part for the fan and intake makes the hole thing so big. Can't fit it in a case. What's wrong with them.,Negative
2025-01-25 03:11:39+00:00,5:43 -18% Letter count is amazing,Positive
2025-01-25 03:11:50+00:00,alright 2 more Years for my Laptop with a 3070  -,Neutral
2025-01-25 03:59:35+00:00,i like the upgrade reccomendations when talking about the performance at 1440p and talking about in depth technologies while keeping it digestible,Positive
2025-01-25 04:03:14+00:00,Why the hell i didnt understand your video especially technical things when ur talking.,Negative
2025-01-25 04:05:29+00:00,"Besides the review and the card itself, love the whole team presentation effort !",Positive
2025-01-25 04:14:28+00:00,"I think this essentially explained the differences in observed generation improvements.   30 series to 40 series: Samsung 8nm (8LPH) to TSMC 4nm (4N) 40 series to 50 series: TSMC 4nm (4N) to TSMC 4nm (4NP)",Neutral
2025-01-25 04:17:05+00:00,"the fact that the 1080 Ti is still put on these graphs, is a testament to how many gamers are still running around with one and that it can still run with high end gaming (not incredibly well, but, at all)",Positive
2025-01-25 04:31:31+00:00,"One aspect that often goes overlooked is the quality of software, the card comes with cutting-edge CUDA cores, RT cores, and Tensor cores, the potential of these advancements can be undermined if the accompanying software is not properly optimized.",Negative
2025-01-25 04:32:26+00:00,how can someone narcissistic like you sell out honey to your viewers when you know their a scam,Negative
2025-01-25 04:38:08+00:00,"Penguin doesn't really see the need to get RTX 5090, Schrödingers frame generation",Neutral
2025-01-25 04:39:14+00:00,"now that is a nice review, i dont like mrwhosetheboss, he better just reviews smartphone",Negative
2025-01-25 04:39:28+00:00,"Hi l, speaking of productivity, have you guys tested some speeds on neural networks (yolov11, resnet, hrnet) to see how faster it is? I know i might a really small minority 😂 but I want to how fast it is for image tasks",Positive
2025-01-25 04:45:39+00:00,Still probably not upgrading my 3070 any time soon. 😅  But yeah it's very clear that Moore's law is a distant memory at this point. I mean maybe this isn't the best example because it's still on the same node as rtx 4000 but the amount they can continue pushing is really getting so miniscule. These sorts of major performance uplifts people are used to just simply aren't going to happen anymore.,Negative
2025-01-25 04:51:33+00:00,Thank you for including 30 series,Positive
2025-01-25 04:58:00+00:00,Who’s ready for the 30 series again,Neutral
2025-01-25 04:59:56+00:00,"The constant switching between presenters, combined with my raging ADD, is making it extremely hard for me to focus on what they are saying 🎉  Bring Anthony back 😂",Negative
2025-01-25 05:07:21+00:00,My entire pc is half the price of that graphics card,Neutral
2025-01-25 05:08:22+00:00,"Cool, but all the games still suck?",Negative
2025-01-25 05:08:34+00:00,Why is Alex holding a hammer..?,Neutral
2025-01-25 05:08:41+00:00,Ella Purnell is waiting for this man !,Positive
2025-01-25 05:19:17+00:00,"Long story short, ray tracing is still an overpriced gimmick.",Negative
2025-01-25 06:04:57+00:00,Hey linus can you build me a pc?,Neutral
2025-01-25 06:08:16+00:00,This video was painful for me to watch. Less professional compared to previous standard not in information shared but the delivery was cringy.,Negative
2025-01-25 06:08:19+00:00,111 fps with a 2k dollar graphics card yeah yall are mental if you think thats ok,Negative
2025-01-25 06:20:16+00:00,"Man Radeon cards are so bad at ray tracing, the 7900 xtx and 2080ti were only a few frames apart lol",Negative
2025-01-25 06:30:50+00:00,what the heck was that sponsor ad,Negative
2025-01-25 06:33:43+00:00,Even game devs don’t need this bruh 💀💀💀Meh gen,Negative
2025-01-25 06:39:00+00:00,"9%, 20% the occasional 30% bumps here and there across the board. For a 25% increase in price  compared to 4090.   Not that I would buy it, but i’m just not overwhelmed tbh, curious to see what the 5080, 5070 and new AMD stuff do",Neutral
2025-01-25 06:50:23+00:00,cringeworthy ... just lay out the benchmarks... stop with all of the nonsense please.,Negative
2025-01-25 07:09:04+00:00,"Nah, it's not a big deal to run and buy this GPU without spending an additional 2k$ on liquid cooling build",Neutral
2025-01-25 07:15:36+00:00,Oneyplays sent me here,Neutral
2025-01-25 07:21:39+00:00,Holy shit so much flamboyant fluff in this.  unsubscribed,Negative
2025-01-25 07:23:43+00:00,Please review 5070,Neutral
2025-01-25 07:28:51+00:00,5090 slowly becoming its Quadro or Tesla couterpart GPU....,Neutral
2025-01-25 07:37:40+00:00,Insert gif of JJ Jamison laughing hysterically as played by that guy in that drum movie..,Neutral
2025-01-25 07:39:08+00:00,"I do not know why people expect miracles to happen. There is no reason for gamers to have this much GPU horsepower yet. The biggest leaps in graphical fidelity and GPU performance always happens when a new console generation launches. Right now, in order to sell games, developers have to scale down the graphical fidelity in order to be able to run on ps5 and Xbox. That means the weakest product that consumers use to game on, is always the thing holding innovation back. So when ps6 rolls around is when you guys should start getting excited. That might also be a when LG and Samsung start releasing monitors that aren't just small incremental upgrades :)",Neutral
2025-01-25 07:39:08+00:00,11:03 Was Switch already taken?,Neutral
2025-01-25 07:47:06+00:00,"See what I dont understand is, we got rid of the fans in storage units, but cant do the same here, or its taking uncharacteristically long.",Negative
2025-01-25 07:51:21+00:00,So cannot play cyberpunk at 4k 60fps. It can barely reach 30fps in that game for$2000😳😳😳😳,Negative
2025-01-25 07:54:48+00:00,This linus person is total garbage?,Negative
2025-01-25 08:00:35+00:00,Looking at the price the 7900 xtx is the clear winner here,Positive
2025-01-25 08:15:49+00:00,Why get the 5090? when a 5070 is performing like a 4090!     (Sarcasm),Negative
2025-01-25 08:22:28+00:00,I found Mr Whose The Boss video far better and simpler to understand.,Positive
2025-01-25 08:40:59+00:00,Ill be keeping my 3090 thank you.,Positive
2025-01-25 08:54:17+00:00,Linus is a rubbish human being. So very happy I'm unsubscribing.,Negative
2025-01-25 08:55:46+00:00,Compare the 5090 with Apple M4 max,Neutral
2025-01-25 08:58:57+00:00,"Im a professional game developer and Artist, so I actually need this.   This is where the cost is justifified for us, as Linus should be evaluating render time of 4K images on ComfyUI and such, because it's simply where we are going as well",Neutral
2025-01-25 09:06:32+00:00,"So basically, if you're playing in 1440p, pick up a used 4090 and save a ton of cash. Got it.",Neutral
2025-01-25 09:19:12+00:00,"u became so immoral, adioz for ever",Negative
2025-01-25 09:20:18+00:00,Thanks for including the 1080 TI! 🥲,Positive
2025-01-25 09:20:23+00:00,"All about VRAM , its more meant for AI work then playing.",Neutral
2025-01-25 09:38:25+00:00,"I don't think i usually comment but this video was amazing being hosted by so many talented hosts, what a showcase of the talent at LTT & the product was fine as well i guess :D",Positive
2025-01-25 09:40:33+00:00,"When you realize that LTT is not your first go to review channel for PC hardware anymore. Back with the 10-Series cards reviews were compact, easy to understand videos... Now, 5 or more hosts, to much bla bla.",Neutral
2025-01-25 09:44:10+00:00,I hate Ray Tracing  pointless stuff from Nvidia I have a 4080 and I find it dumb nobody cares about ray tracing,Negative
2025-01-25 09:57:22+00:00,"Oliver seems like a chill dude, what games he play",Positive
2025-01-25 09:57:23+00:00,Louis Rossman just ripped you a new hole. You know you should have told everyone about Honey when you knew what they were doing.,Negative
2025-01-25 10:03:16+00:00,"""Cant Afford one gang"" dont forget to say ""hey""",Negative
2025-01-25 10:20:50+00:00,"As game developers at LŽKA 4:48 we don't feel pressured by the government to use government employment service we just secret never seen guild, but if so can't be fan of this CD project thing never seeing job offer and I did for ten years. 5:00 just a setting enabling you to see it, but not a scientific research process to achieve that fast rendering manipulating tessellation and visibility distance and it may not be in in the description or it should be that difficult to begin with. 9:31 watching game at specific angle, but it's all just family photography information. 10:23 easier to copy a function with changing parameters to achieve positioning. 10:44 this would be no problem just get new one each five years, but never true at this country and don't try livestream if any games could have some different bandwidth or throughput for that bitrate. 12:32 have to be able to pay for every game pass you wish or that 6 month subscription, so don't just stop grinding a token on family jules song. 16:30 nice if you could have played with display ports, but not until now someday later. Just be faster than a Cayane, because it's none work process you can or have to talk about.",Neutral
2025-01-25 10:34:39+00:00,Adaxum’s roadmap looks highly promising.,Positive
2025-01-25 10:35:13+00:00,"Adaxum’s roadmap is ambitious, but the concept is interesting enough to take a chance on.",Positive
2025-01-25 10:35:14+00:00,Adaxum’s concept is interesting—worth checking out if you’re looking for a new project.,Positive
2025-01-25 10:35:16+00:00,"Adaxum’s team looks solid, and the project seems well thought out. I’m cautiously optimistic.",Positive
2025-01-25 10:35:30+00:00,Hi Linus.Great content.I would like to ask you  if you could gift me a gaming laptop which could also work like a school laptop. I need a laptop but I am short on funds.Please reply to me using comment section.Have a nice time.,Positive
2025-01-25 10:40:50+00:00,"Davids ""Fifty Niny"" hits me every time :D",Positive
2025-01-25 10:45:18+00:00,"AI professional cards($25k-$40k)) are laughing at the 5090 ($2k).   Gamers are just confused about fake frames, lol. But we still want it.   For 4k gaming, I'd say go for it. For the rest of us at 1440p HELL NO 😮 MY 4080SUPER IS JUST FINE FOR ANOTHER 2 YEARS",Neutral
2025-01-25 10:46:37+00:00,"All these comments don't make sense to most people who did NOT buy a 4090. If you try buying a 4090 you are going to see skyrocketed prices up until 5999$ or even more. The only choice is buying a 5090 at launch because these will also get way more expensive due to shortages. Stop whining about you preferring the 4090, there's nothing the average consumer can do other than buying the 5090.",Negative
2025-01-25 10:48:02+00:00,I’m so fucking disappointed in this GPU,Negative
2025-01-25 10:53:37+00:00,"Can some of you guys just present information and drop the car salesman bravado act? It's difficult to watch and is the definition of ""cringe"". (Something that makes one's skin crawl and makes one cringe to watch. Second hand embarrassment, etc)  I'm just one voice, but how else are you to know if nobody tells you",Negative
2025-01-25 10:57:51+00:00,"The year is 2045, the lastest Nvidia RTX 10090 Ti Super EXTREME just cane out, it generates one pixel per 100 frames and the rest is AI.",Neutral
2025-01-25 10:58:39+00:00,Ltt ads that stick on top of the video are one of the most irritating thing of the world! please guys stop doing that,Negative
2025-01-25 11:05:57+00:00,Day 1 of asking linus to buy a new RX 7800 XT,Neutral
2025-01-25 11:08:15+00:00,I invite everyone to sue NVIDIA for lying about 5070 = 4090 . I am serious.,Negative
2025-01-25 11:13:14+00:00,"I gotta say, I love this multi-host concept, it makes for a fresh viewing experience!",Positive
2025-01-25 11:18:09+00:00,Hey Linus how much fps do you think ill get from fhd comp settings PUBG with a 9600x and a 3070?,Neutral
2025-01-25 11:20:38+00:00,It's too expensive,Negative
2025-01-25 11:31:10+00:00,I can't wait to not be able to get one of these at retail because all the ai farms bought them,Positive
2025-01-25 11:34:31+00:00,My pc costs half of the rtx 5090 and only has a 650W psu lmao,Neutral
2025-01-25 11:41:55+00:00,"Really good video. I appreciated the information density and diversity in hosts. Letting everyone talk about the stuff they actually know about, or are at least closer the source is a change I want to see more often. Good job. still wont buy a 5090 though. I'm not made of money.",Positive
2025-01-25 11:48:41+00:00,Please nvidia stop creating 20fps card and calling it amazing,Negative
2025-01-25 11:48:56+00:00,"I love this kind of video where everyone does a part, it kind of makes me fell like its more specialized",Positive
2025-01-25 11:55:27+00:00,I can sense Riley writing this one.,Neutral
2025-01-25 12:01:15+00:00,my card is so old they dont sell it anymore💀,Negative
2025-01-25 12:02:30+00:00,"Linus gets his wisdom teeth removed, by rossman",Neutral
2025-01-25 12:12:57+00:00,Ah consoles. Can just play any game and not worry about computer components,Positive
2025-01-25 12:22:14+00:00,Can it run a browser extension?,Neutral
2025-01-25 12:33:13+00:00,"almost an entire video without linus, almost cried",Neutral
2025-01-25 12:37:30+00:00,Well done employees! It was refreshing not to see Linus but all the ghost creators doing the entire review ❤,Positive
2025-01-25 12:41:40+00:00,how many likes for you to upgrade me to a am5 platform (with ram mobo and cpu),Neutral
2025-01-25 12:44:34+00:00,Nvidia is very good at herding sheep into an ally for testing methodology with tech demos like cyberpunk 2077   this review is more about reading shit out of Nvidia marketing material to tell how all of that new shit only adds up to 25- 30% more performance,Negative
2025-01-25 12:44:51+00:00,The performance and convenience of Boosteroid are unmatched. I can play all the best games without spending a fortune on a gaming PC. It’s the ultimate gaming solution.,Positive
2025-01-25 12:49:06+00:00,bro i need a pc but i don't have money :(,Negative
2025-01-25 12:55:26+00:00,"Larry Burkett's book on ""Giving and Tithing"" drew me closer to God and helped my spirituality. 2020 was a year I lived it. I cashed in my life savings and gave it all away. My total giving amounted to 40,000 dollars. Everyone thought I was delusional. Today, I receive 85,000 dollars every two months. I have a property in Calabasas, CA, and travel a lot. God has promoted me more than once and opened doors for me to live beyond my dreams. God kept to his promises to and for me",Positive
2025-01-25 12:58:02+00:00,If only I could afford one in EU😂,Neutral
2025-01-25 13:00:45+00:00,Could you make a comparison of RTX cards performing Stable Diffusion rendering ? Please... !!!,Neutral
2025-01-25 13:02:05+00:00,My takeaway?   Find someone upgrading a 4090 and get that.  I'm not paying 2k for a GPU that is no faster per core than last gen.,Negative
2025-01-25 13:02:40+00:00,so... were basically getting AI filters for games? shits gonna have that AI art feeling all over the place? great,Neutral
2025-01-25 13:05:06+00:00,"Call me crazy, but maybe if game devs would actually optimize their damn games in the first place like most of em used to, we wouldn't need to worry about things such as input delay when using things like DLSS. Just a thought. I feel like as ""powerful"" as this card may be, its also leaving the door wide open for devs to just not care as much about game optimization when they know the cards will just make up for their shortcomings.",Negative
2025-01-25 13:18:35+00:00,Talked me right into a 5080.,Neutral
2025-01-25 13:19:43+00:00,We need raw performance benchmark more or less most of us play games without ai dlls like shooters,Neutral
2025-01-25 13:19:52+00:00,"Apologize to GN and Rossman, snake",Negative
2025-01-25 13:25:17+00:00,We need a collective boycott of gpus over 200$. You would see prices tumble withing a month. Nvidia is particularity bad scammer within industry.,Negative
2025-01-25 13:31:51+00:00,my entire pc is a 1/3 of the price (and i don’t even have a bad pc i just had great deals lmao),Positive
2025-01-25 13:32:39+00:00,The only improvement is the price and the dlss frame gen gimmicks.,Positive
2025-01-25 13:35:21+00:00,it took them very long time to come up with an replaceable PCI Express board.  (RTX 5090 Founders Edition). when people crack there PCI Express can't replace them. just hard repairs to it under a camera.,Neutral
2025-01-25 13:37:24+00:00,The cats are getting smarter.,Positive
2025-01-25 13:43:26+00:00,❌hardware  ✅software,Neutral
2025-01-25 13:53:42+00:00,Dude the MFG looks like garbage... They don't care though they know it will be in benchmarks everywhere like DLSS and people will use that to compare to AMD making nvidia win every time. even though it looks way worse than just lowering the graphics settings...,Negative
2025-01-25 13:55:18+00:00,"Looking at the ray tracing performance charts simply proves it remains a waste of time and money. I can't believe Nvidia has had people talking about this shit for YEARS now and it remains barely playable with a $2k video card in most cases. In the meantime, the actual quality of games has gone to shit. Yay progress!",Negative
2025-01-25 14:01:21+00:00,"Check those graphs. Rtx 3090 100 fps, rtx 5090 200 fps. What changed architecture? New tech? No! Rtx 3090 300w , rtx 5090 600w It's the same GPU over and over",Neutral
2025-01-25 14:02:40+00:00,"Man, I can only hope one day Nvidia will make GPUs again.  Sure, the tech is cool, but I'd rather see focus on a solid foundation of actual graphical processing, with neural shit being an additive that can be used to increase frames in exchange for some artifacts.  But it's treated as mandatory.  I'd rather see something like a SOLID 120fps in those first graphs.  As much as that's overkill, and I'm happy getting 60fps, or, depending on the game, even  30fps, I usually want to shoot for 120fps steady.  Especially in a game like Call of Duty.  And for $2,000, it just doesn't feel worth the money.  The ONE thing that is attractive is that 32gb of vram.  Devs seem to be getting more and more lazy with two things: Storage and vram.  My 8gb of my 2080 super are becoming inadequate, so it feels like, if I'm gonna spend $1,000 on a 4090, I might as well jump to $2,000 for the latest, just based on that vram.  But I buy GPUs at the top end so I don't have to buy them for a while.  And I do like to max out the settings.  Honestly, I don't see the artifact in gameplay, but knowing they're there, and they could've put more effort into proper raw performance bothers me greatly.",Negative
2025-01-25 14:07:20+00:00,all i saw is ill be holding onto my 4090 for like the next 2 gens,Neutral
2025-01-25 14:07:27+00:00,Who still games at 1440 after buying a 5090 🤣😂 and without ray tracing? Not even with my 4090,Neutral
2025-01-25 14:14:13+00:00,DLSS no matter which version and any kind of AI I think is rubbish Same as ray tracing and 2K and 4K,Negative
2025-01-25 14:14:17+00:00,"they can make the craziest graphics card and even if it were reasonably priced, purchasing would not be warranted with the games that are coming out being objectively garbage",Negative
2025-01-25 14:16:24+00:00,Imagine working for Nvidia who and only see the numbers but never the opinions or the like. Which is probably what they're gonna do.,Negative
2025-01-25 14:18:35+00:00,"Don't buy this series, rip off",Negative
2025-01-25 14:28:54+00:00,"I won't lie, the productivity reviews are almost pointless for me. Why? Completing work = the only shit that matters.",Negative
2025-01-25 14:37:17+00:00,just sold my 4090 for 1800. Hope i can get the 5090 at market price🙏,Neutral
2025-01-25 14:37:36+00:00,NOT ENOUGHT RAM FOR AI,Negative
2025-01-25 14:50:10+00:00,what the f does two fifths mean bro... just less say than half or maybe 40%. i clicked on a video about graphics cards not a math exercise,Negative
2025-01-25 14:59:48+00:00,Wish it was noted that MFG has basically no game support and it's basically unusable with artifacting in all of them,Negative
2025-01-25 15:09:56+00:00,crazy that my whole setup is 1/3 of a 5090💔,Negative
2025-01-25 15:14:59+00:00,Wow what a disappointment 😔👎,Negative
2025-01-25 15:19:14+00:00,bro really hit 5 big booms,Neutral
2025-01-25 15:21:00+00:00,i think thats a better segue to our sponsor! 0:44,Positive
2025-01-25 15:59:11+00:00,length: 1500mm weight: 25kg Poor Linus was gettin a workout one handing that beast lol,Neutral
2025-01-25 16:05:17+00:00,So many R and X on those gpus 😑,Negative
2025-01-25 16:07:13+00:00,I'm iffy on this card...,Negative
2025-01-25 16:16:52+00:00,"rx 7900xtx still king of real world scenarios then in terms of price and being realistic performance, sorry but you are a absolute tool if you spend 2k on a gpu to boast about  path ray tracing fps when its not even 60 fps like who the hell cares its still literally unplayable even on a 5090, sub 60 fps these days is cancer and is not gameplay its purely tech demonstrations not real world scenarios",Negative
2025-01-25 16:24:30+00:00,"One way to explain the tensor cores and neural shading is as follows: The neural networks can be used to approximate extremely complicated functions for which we can't just write simple equations. However, we can create those networks with a simple procedure merely by showing them many examples. So for example we can show it what rocky terrain looks like at all levels of detail, and the network will learn how to do that, using less data (just what the network's values are) than trying to store all the terrain (what the network computes as output). It's sort of like procedural terrain, but learned instead of programmed. The tensor cores are what are used to efficiently compute those trained neural networks on the GPU. They're not the same as geometry or pixel shaders, so they need their own specialized cores for the task.",Neutral
2025-01-25 16:24:51+00:00,I enjoy this skipping around editing style.,Positive
2025-01-25 16:32:00+00:00,"Oh yeah! The 5090 has 32gb of vram! So does the 5080 have 24gb of vram? No? Well then WTF ARE WE DOING?! This is why i wish AMD would fix their crap up and blow nvidia out of the water, AMD has way better raw power their ray tracing and vr support are abysmal though! I have a 4080 super only bc nvidia has a better run with being good with vr.",Negative
2025-01-25 16:36:43+00:00,"who are they even targeting, it's not even a Ti, i was thinking about getting the 5080 till i saw the prices, than a 5070 would have sounded nice, i'm on a 3060, honestly i'll just use the money to go again to Japan and w8 for the next generation",Neutral
2025-01-25 16:37:40+00:00,How much likes to build me PC for free,Neutral
2025-01-25 16:39:47+00:00,I got a notification about this video on my old phone.,Neutral
2025-01-25 16:40:52+00:00,I’m hoping the 5070ti is the sweet spot for 1440p. I’m also coming from a 2060 😂,Positive
2025-01-25 16:41:24+00:00,This entire arm the industry (pun intended) relies on gamers not writing games for the new Macs.  As soon as that changes this ridiculous GPU charade moves to the land of crypto miners.  Why on earth would someone pay so much for a GPU when an M4 Mac costs $600??  To go above 60fps?  There aren’t enough gamers that care about that!  This is finally going to change.  I can see it coming.,Negative
2025-01-25 16:45:31+00:00,"Soo... did you make enough money to buy Louis another ticket? Did your public image improve enough with this video, Linus?   Pweese, sir..what can the common man do for you king?",Negative
2025-01-25 16:49:08+00:00,"I just need a Toshiba satellite laptop motherboard,please that's all I want in my life",Positive
2025-01-25 16:59:05+00:00,"I think the simplest way to explain convolutional neural networks is: for every pixel, a new pixel value is calculated based on its nearby neighbours. E.g. if every pixel is replaced with the average of its neighbours, you get a blur effect. Think of a visual illusion where you see some broken lines and your mind fills in the missing parts of the line, that's how these CNNs would be used to preserve detail as they upscale. However, it's a lot of computation, and a challenge to preserve scene integrity because the neighbourhoods are small compared to the entire scene. Transformer models allow arbitrary areas to serve as context when computing new pixel values; think of it as like having configurable neighbourhoods to input to that computation. E.g. when trying to upscale the left side of a road in the game's scene, that computation can also refer to the right side of the road all the way across the screen.",Neutral
2025-01-25 17:24:59+00:00,my 7900xtx 800 the 5090 2400$ with markups... double frames but well over 2x the cost. Waiting for the 5080 TI,Neutral
2025-01-25 17:26:00+00:00,"I'm less interested in gaming, and more interested in running my own science-y GPU code with more cores and 32 GB VRAM. But it costs so much. Still on the fence.",Negative
2025-01-25 17:28:25+00:00,"This video is great, but all the technical makes it hard to follow",Positive
2025-01-25 17:29:38+00:00,Someone give the editor a raise 😂😂,Neutral
2025-01-25 17:32:23+00:00,the sponsored section broke my brain a little,Negative
2025-01-25 17:56:22+00:00,"aww, we're so sorry your pc just exploded, you get 5 big booms..",Negative
2025-01-25 18:11:56+00:00,love the Dragon Ball reference at 3:37,Positive
2025-01-25 18:13:10+00:00,I dont care about any of this stuff you talked about all I want to know if it uses one power rail or do I need to update my power supply,Negative
2025-01-25 18:17:26+00:00,Great video 🙂,Positive
2025-01-25 18:19:34+00:00,I have a 3080 in my gaming rig and still don't feel the need too upgrade..... 😂 am i that old or wth? 😂,Negative
2025-01-25 18:20:23+00:00,MFG is like Americans saying their car has 700 horsepower while having 50% driveline loss. 😂,Negative
2025-01-25 18:21:20+00:00,"I think this is the video that makes me click unsubscribe.  I don't have a problem with the review, but the way it was presented.  Nvidia completely forgot about the people that put them on the map.  To present this in the way that should make everyone excited, doesn't really represent the way Tech tips got my interest in this channel.  They will limit production, the prices will get inflated even more, and just doodoo on the on the gamers.  They have a different line of products for production, while good to have the flexibility, it only limits the stock further.  While a 30% markup can be sustained for income (as you mentioned). This is hardly for your viewer base.  Exciting tech, yes.  I guess you don't really remember what it was like to have a limited source of income.  Like when you get a GPU to review and keep (or even sell in some cases).  Go ahead and promote a product that will just scalp your viewers money (or other creators ""Honey"")  I still wish it was like the start of LTM.  You were the practical place to go for the average consumer.  Now you are just a corporation doing corporate things.  Unlike having to eat and pay bills, I can choose not to watch anymore.  I saying this in hope you can bring back some integrity in the future and I can enjoy the content again.  There is no need to apologize and have a reason why, you had plenty of time to fix this over the years.",Neutral
2025-01-25 18:36:39+00:00,"17:20 this guy is giving me major LT Barclay vibes, i love it! more of this guy!",Positive
2025-01-25 18:47:34+00:00,"Will skip this gen, it's an AI rip off. Happy with my 4090.",Neutral
2025-01-25 18:49:16+00:00,30 series here and while not in the mega mega baller income bracket I am considering a 5080. I knew 5090 wouldn't be for gamers when I saw 32Gb of VRAM,Neutral
2025-01-25 18:52:46+00:00,"those games are 'old', so someone tell me what kind of computers use developers so they be playable? SEE !!! NON-ZERO optimization! i bet only transmf were hired for most of the games, who can't do shift....",Negative
