publishedAt,comment,sentiment_label
2025-01-24 08:34:37-05:00,how many likes for you to buy me a monitor 🙏,Neutral
2025-01-24 08:36:12-05:00,What are the green parts in the power consumption graph @3:39? Is that with DLSS turned on?,Neutral
2025-01-24 08:42:33-05:00,2:10 bro where is rtx titan card?,Neutral
2025-01-24 09:00:59-05:00,"Ok, but whats 4x frame gen on 5090 like vs 2x frame gen on 4090?  Am I missing out or is 2x ‘most of the way there and not worth another $2k investment’ ?   Someone please address this!",Negative
2025-01-24 09:03:42-05:00,"They're focusing too much on AI and not enough for raw power, big disappointment",Negative
2025-01-24 09:07:36-05:00,Beast reviewing beast 😎,Neutral
2025-01-24 09:08:48-05:00,"Your last video covering the presale bonus 200%. All i gotta say is thanks i'm $15,000 richer off my $3000 investment",Positive
2025-01-24 09:11:50-05:00,"""AMD Has nothing that can compete with this thing, nothing even remotely close""",Negative
2025-01-24 09:12:37-05:00,Why is he holding a hammer? 4:56,Neutral
2025-01-24 09:13:09-05:00,"MAX of 610W? Holy S%& Its a monster! The Power Supply on my PC now its 550W Lol.  Ryzen 3300X, RTX 3050 and 16GB Ram.",Positive
2025-01-24 09:14:45-05:00,"Bruh, why is Alex holding a hammer in every shot? I missed something somewhere, haha 😂",Neutral
2025-01-24 09:16:53-05:00,5070 looking like the move. I'm coming from a 2060 Super so the lift will still be MASSIVE :),Positive
2025-01-24 09:17:40-05:00,"So it is again a generational improvement, not some graphical revolution. Just like every gpu launch in history. And generational increase in price. All of these is ok, it’s just not worth selling 4090 to get 5090 unless you have money to spend and nowhere to spend it. You will for example benefit greatly if you go from 3070 to 5080, you will not if you go 4080 to 5080.",Neutral
2025-01-24 09:19:07-05:00,dennis is the best at the sponser talk blud got me lauging,Positive
2025-01-24 09:19:29-05:00,"You'd think that technology become more sophisticated, but here we are, AI upscale, fake frame generation, even higher energy consumption/demand, higher $$$ Hey! its a small tiny circuit board tho! What we should be getting is, higher native frame output, lesser cost then its processor, smaller design, less energy. ""Effective & Efficient"" but we're going the opposite ""Ineffective & Inefficient"".",Neutral
2025-01-24 09:21:30-05:00,The king of cringe thumbnails,Neutral
2025-01-24 09:22:15-05:00,Can't wait for GIGA GEOMETRY,Positive
2025-01-24 09:22:39-05:00,the RTX 5090 gets 5 big BOOMS!!!!,Positive
2025-01-24 09:23:46-05:00,"Every time i look at you, you remind me of a youtube legend",Positive
2025-01-24 09:25:44-05:00,It's a scam😂,Negative
2025-01-24 09:28:04-05:00,"Frame generation always creates artifacts in my experience. In fast movement, you can always see it and it really is noticable. Only in reeeealy slow movements it’s ok. But what game do you know that only has slow movement? It would be a pretty boring game. Don’t know if MFG makes artifacts worse or better but for me FG is kinda not worth it. If you have 80+ frames, you don’t want 100 frames but full of artifacts. If you have 45 frames, it will stutter sometimes and will have even more artifacts just to get to 60. Still not worth it.",Negative
2025-01-24 09:29:44-05:00,"Just not worth it over a 4090 then, unless you're really into AI stuff.",Negative
2025-01-24 09:31:21-05:00,"From 300 cpu that could play everything on max, we get to these greedy mfs in 2025 to 2000€ …. Edit: Can’t get games to run at 60 fps neither? And it came after these new games. These companies are shameless.",Negative
2025-01-24 09:32:19-05:00,"""The RTX5090 is a $2000 fuck you, gamers machine.""",Negative
2025-01-24 09:32:30-05:00,"It'd be great to see someone, anyone, benchmark these cards (or any really) in Topaz Video AI etc.",Positive
2025-01-24 09:32:56-05:00,that new studio btw 🔥,Positive
2025-01-24 09:34:12-05:00,"This is the same as ai at ces, except this time you have to count the number of times they say frame gen.",Neutral
2025-01-24 09:35:46-05:00,the boom meme even got to the unc linus smh,Neutral
2025-01-24 09:36:59-05:00,THat gpu costs over double my whole setup,Negative
2025-01-24 09:37:48-05:00,Would only consider the 5070 tbh,Neutral
2025-01-24 09:38:11-05:00,"I found this video hard to watch, changing presenters every 2 minutes interrupts the flow. Different speaking styles, speed, etc. It's just annoying.",Negative
2025-01-24 09:41:46-05:00,Of course my 1080 ti can’t run last of us 😔,Negative
2025-01-24 09:44:04-05:00,dont like this comment,Negative
2025-01-24 09:48:57-05:00,This should have been tested with the 9800x3d.,Neutral
2025-01-24 09:49:15-05:00,Was gonna sell my4090 to upgrade to a 5090 but now im wondering if I should just buy VR instead so I can finally experience HL Alyx,Neutral
2025-01-24 09:49:39-05:00,22:50 I love editor 13  His editing style is really unique,Positive
2025-01-24 09:50:08-05:00,I might buy this 20 years later,Positive
2025-01-24 09:50:28-05:00,1440p on 5090. who cares. Its a 4K Card,Neutral
2025-01-24 09:50:33-05:00,That one guy is cringe.,Negative
2025-01-24 09:50:48-05:00,"Well,won’t frame generation, and the new multi frame generation  give you screen tearing?? you can’t have frame generation with vertical synchronization so you’re looking at a very expensive monitor, probably as expensive as the GPU to be able to not have screen tearing",Negative
2025-01-24 09:52:07-05:00,The only truly impressive thing about this GPU is the cooling solution.,Positive
2025-01-24 09:52:37-05:00,Is some of the new frame gen technology will be added to 40?,Neutral
2025-01-24 09:56:22-05:00,let's all skip this generation so Nvidia lowers the prices.,Neutral
2025-01-24 09:56:38-05:00,"Ah yes, can't wait for the ultimate graphics smear - TAA that takes data from multiple generated frames.",Positive
2025-01-24 09:59:20-05:00,this flamboyant jazz hands presentation style was really not what i was looking for when watching this review.,Negative
2025-01-24 09:59:39-05:00,would have liked to have seen no dlss latency but alas,Negative
2025-01-24 10:01:13-05:00,Cant wait to own on of these in seven years.,Positive
2025-01-24 10:03:32-05:00,this video made my pc start smoking,Negative
2025-01-24 10:06:03-05:00,"Everyone was hating on fake frames, but then here we go, another great generational performance increase, on par with the 4090 performance gap, and yet with dlss 4 you can get even more frames, and people are still mad. Still not as bad as intel, still on top. NVIDIA expensive as fuck but I'll still buy, because I can make it and I want the best performance I can get",Positive
2025-01-24 10:07:18-05:00,"How, when did you guys bought it",Neutral
2025-01-24 10:07:31-05:00,Who uses onnx to bench mark AI performance?  Who uses onnx at all?,Neutral
2025-01-24 10:08:27-05:00,Can I run Minecraft on that?,Neutral
2025-01-24 10:08:30-05:00,can we get back to games being optimized?,Neutral
2025-01-24 10:08:41-05:00,Waste of money,Negative
2025-01-24 10:09:04-05:00,where is 5070 in the benchmark test guys,Neutral
2025-01-24 10:09:49-05:00,that first sponsor segment was actually good,Positive
2025-01-24 10:11:59-05:00,I see… no pixels will be real in 10 years,Negative
2025-01-24 10:12:13-05:00,what about undervolting?,Neutral
2025-01-24 10:17:41-05:00,@optimum Top review. I am Italian and you are the only information channel that I willingly follow because I find only truth and honesty in your words and in each of your videos. Thanks for your work!,Positive
2025-01-24 10:18:53-05:00,3090 with only 350W? my 3080 taking 360-370W 🙄🙄,Negative
2025-01-24 10:19:24-05:00,so it's a scam?,Negative
2025-01-24 10:19:55-05:00,"30% gain for 40% more money and energy, while games need 100% more power",Neutral
2025-01-24 10:23:43-05:00,Oh em geeeeee these 5090 cards are off… the charts.. 💅,Positive
2025-01-24 10:23:59-05:00,Not worth 2000$ the end,Negative
2025-01-24 10:25:18-05:00,You have packed an impressive amounts of information into a 10min review. Well done!,Positive
2025-01-24 10:26:07-05:00,"Noone cares about their new old DLSS nonsense. If it had no noise, I'd be interested. As it is, it's garbage.",Negative
2025-01-24 10:27:31-05:00,"Those annoying, hard to dismiss will make me never ever buy any of your products.",Negative
2025-01-24 10:30:31-05:00,"Wondering if I could I still power one using my Corsair SFX 750? combined with a 5800x3d and 32gb ddr4 memory. Oh and 2nvme, 2ssd and a hdd. I reckon it would be damn close. Since playing at 144p, or 120 as I normally do, I can't do anything less than about 80-90fps anymore. its too choppy and I'm super sad about that :(",Negative
2025-01-24 10:30:32-05:00,undervolting with this card will be crazyy,Neutral
2025-01-24 10:31:28-05:00,Just buy a PC handheld at this point. The Legion Go 2 will cost at most half a 5090 (not to mention the cost of a 4k 144Hz Oled VRR display).,Neutral
2025-01-24 10:32:48-05:00,Yeah this over the top gay dude gotta go dawg.,Negative
2025-01-24 10:34:21-05:00,Where do you get your shirts? They are CLEAN. Great video!,Positive
2025-01-24 10:35:26-05:00,"i dont understand the fake frame point, isn't just all frames fake, why the fuss?",Negative
2025-01-24 10:36:54-05:00,"Hi, how are you, there are some youtubers who have integrated the ""audio translation"" option into their YouTube settings when you speak like -Bitwit -JayzTwoCents -Paul's Hardware -KitGuruTech your articles are interesting unfortunately the subtitles are a pain because I only understand French :(  Thank you for your understanding",Positive
2025-01-24 10:37:10-05:00,Who's waiting for the RTX 5070?,Neutral
2025-01-24 10:38:18-05:00,Is it gonna help anyone with anything? Or do we just like numbers,Neutral
2025-01-24 10:39:06-05:00,"5:02 it's mean make developer lazy to optimize the game and depends on ""ai""",Negative
2025-01-24 10:42:55-05:00,Can it run crysis tho,Neutral
2025-01-24 10:44:54-05:00,"My RTX 4090 is more powerful than the RTX 5090 with LSFG, it does over 2000 frames with x20 frame gen 🤣",Positive
2025-01-24 10:45:32-05:00,20 fps more is not a generational improvement worth that much money,Negative
2025-01-24 10:45:48-05:00,Can you report on the performance differenc in your VR sim? I can't seem to find anyone mentioning what they are getting in VR sims yet.,Neutral
2025-01-24 10:48:09-05:00,"I loved this style. the constant hopping of presenters made the data way easier to follow. i know it might not make sense for smaller videos, but for data-dense videos like product launches, i hope this style is used again in the future",Positive
2025-01-24 10:48:12-05:00,I'm only interested in how well it performs in modded Skyrim VR 😁,Positive
2025-01-24 10:48:43-05:00,Shoudlv'e added the 5070 in the charts,Neutral
2025-01-24 10:49:04-05:00,"8:36 i wouldnt say that. AMD obviosly proved themselves with the 7900XTX. sure, they did say they arent competing in the high end market anymore. but you never know. They could pull a fast one. They beat Intel after all. If they decide to make a high end card this time around that could sit between the 4090 and 5090 with less power draw and less price, (eg. RX 9090XTX) that, in my eyes, would be better than the 5090 based off of price and power draw alone as long as it sat between the 4090 and 5090 in terms of performance. And also, Obviosly they cant match it right now because THEY HAVENT RELEASED THE 9000 SERIES YET. WE ONLY KNOW ABOUT THE 9060 AND 9070 SERIES. One of AMD's strengths is creating efficient processors. so I think they'd be more than capable to make a GPU around 50% better than the 7900XTX. Which would place it between the 4090 and 5090. and I guarantee you if they did it. it would be far more efficient.",Positive
2025-01-24 10:49:18-05:00,@14:17 look at the trees,Neutral
2025-01-24 10:49:30-05:00,"I'm curious though, could the in-between frames get more accurate as AI gets better? Like a feel like it could drastically improve over the span of two ish years with US's stargate funding also.",Positive
2025-01-24 10:50:21-05:00,When you test the 5090 in the FormD can you test with an AIO set to exhaust as well? It's a common config for that case and a lot of us are curious how/if that's possible with these temps,Neutral
2025-01-24 10:51:02-05:00,"Waiting till the 6000 series, at the very least",Neutral
2025-01-24 10:53:06-05:00,I've still got a Titan X in my rig and I haven't played any games that made me think I should switch. Guess I'll wait for the 6090.,Neutral
2025-01-24 10:55:19-05:00,Think I’ll sit on my 3090 then and wait for another couple of years!,Neutral
2025-01-24 11:00:16-05:00,Love the guy who talked about AI benchmarks! Super dynamic and great to listen to.,Positive
2025-01-24 11:01:08-05:00,"Is anyone else feeling like game devs need to slow down on the graphical details so the midrange, affordable hardware can catch up?",Neutral
2025-01-24 11:04:07-05:00,Fake frames are like the nerd equivalent of women wearing to much makeup.,Negative
2025-01-24 11:05:54-05:00,The real crime here is 150fps in cod like damn did devs just quit optimizing their games?,Negative
2025-01-24 11:06:57-05:00,framegen is bs it should only help with older cards not make newers ones run but help older cards stay usefull for longer,Neutral
2025-01-24 11:09:40-05:00,"I have a 1080p monitor , emm   I think I'll stick with the 4060 ti!",Positive
2025-01-24 11:10:12-05:00,That video thumbnail is nasty work lol,Negative
2025-01-24 11:15:15-05:00,"$2000 but the 4090 is way over $2000, such lies 😅",Negative
2025-01-24 11:15:31-05:00,"Lol, now you can build a full computer and bench it against 1 5090",Neutral
2025-01-24 11:16:04-05:00,So AMD would actually only need to make an RDNA4 chip with as many cores as the 7900XTX and they would sell pretty good ...,Positive
2025-01-24 11:16:50-05:00,"the question is, what should a gamer and streamer with a normal budget get, when you are upgrading from a 3070 ti :D",Neutral
2025-01-24 11:18:10-05:00,"As much as Love my venerable GTX1080, it seems to me the 30 series hits the real current sweet spot between cost/power/performance for anyone except those that like to be on the ""cutting edge""",Positive
2025-01-24 11:18:53-05:00,Honestly that’s a let down on the RDR2 performance.,Negative
2025-01-24 11:20:30-05:00,$2000 dollars plus a $300 electric bill each month 🥲,Neutral
2025-01-24 11:21:23-05:00,"I know this was about the 5090 specifically, but if I'm looking to build a first pc later, should I look at the 5000 series (interested in 5070ti or 5080), or just look for a 4000 series gpu? My current setup is a zephyrus m16 with a laptop 4070 (8 GB vRAM), so anything is an upgrade for a desktop rn.",Neutral
2025-01-24 11:22:43-05:00,"is Nvidia paying to only show single player performance on every channel on YT , first time u put out a video where u didn't talk about shooter's especially Over Watch 2",Neutral
2025-01-24 11:23:17-05:00,Spending $2000 and getting mediocre performance in return isn't great in terms of performance per dollar.,Negative
2025-01-24 11:25:02-05:00,"""watches first second of video"", is this an ad?",Neutral
2025-01-24 11:28:56-05:00,you need to have that editor in more vids. his voice was awesome,Positive
2025-01-24 11:30:47-05:00,I’m currently on a 3080 10GB OC and really hoping that the 5070/ 5070ti will be a big enough leap in performance to finally upgrade.,Positive
2025-01-24 11:31:09-05:00,Yeah my 3080 isn’t getting replaced anytime soon,Negative
2025-01-24 11:31:16-05:00,"Glad I got a 4090 now... Think I might skip a generation. While performance increase is nice, a good degree of it is not 'real' either...",Positive
2025-01-24 11:31:55-05:00,Meanwhile Lossless Scaling goes till x20 frame-gen😂 if you’re just comparing multipliers,Neutral
2025-01-24 11:33:01-05:00,Heyo! My 1080 Ti is still featuring in the benchmarks 💪,Positive
2025-01-24 11:33:05-05:00,"Sorry but I refuse to get excited about $2,000 graphics cards.  I don't care HOW good the performance is, that's never going to be my budget, and I've been a PC gamer since 1999 and have a decent job/home/car/etc.  It's absolute tomfoolery that any gaming card should cost this much, and it's really dumb to keep letting them get away with it.",Negative
2025-01-24 11:35:12-05:00,So it's definitely not worth the money got it,Negative
2025-01-24 11:35:36-05:00,Great video! as always!,Positive
2025-01-24 11:36:06-05:00,"i do sim racing on a triple 27"" 1440p set up, my fourth 1080p monitor is just for managing the apps. I use a 4080 super. i was trying to hold out for the 50 series cards but didn't want to wait forever. i was planning on upgrading to the 5090 but now not sure if is should  or just stick with my 4080",Neutral
2025-01-24 11:37:23-05:00,"All the man said was ""halo class card"" and all I want to do is play Halo Combat Evolved. Too bad Microsoft ruined the game and I can't play it on PC without constant crashing.",Negative
2025-01-24 11:38:56-05:00,Too bad theres no good modern games to play on such a card,Negative
2025-01-24 11:38:58-05:00,Rich guys will be more happier with this card.,Positive
2025-01-24 11:44:20-05:00,why was all the testing done at 2k and not 4k? kind of weird,Negative
2025-01-24 11:45:00-05:00,"Nice room heater, a little too costly btw",Neutral
2025-01-24 11:45:44-05:00,"Yes it's 30% faster,  and 30% more power hungry but its not 30% more exensive! - Just 15% what a win!! And it's 30% smaller to... Thinner 🤣🤣😆",Positive
2025-01-24 11:48:22-05:00,So if you downclock it for same powerdraw you actually get 10-15% performace for 15% more price and new warranty... What a time to be alive,Positive
2025-01-24 11:48:28-05:00,Still on the 1070 Ti and going 💪,Neutral
2025-01-24 11:51:06-05:00,black myth really is horribly optimized.,Negative
2025-01-24 11:53:09-05:00,I liked this video JUST for the opening sponsor spot. I didn't need to see more.,Positive
2025-01-24 11:54:18-05:00,"Great review! I know multi frame generation is not black magic already, somehow the AI performance of 5090 is even more disappointing. It was expected at least 50% more powerful than 4090 before its release.",Negative
2025-01-24 11:54:36-05:00,this guys annoying and trys to hard. plz put him back behind the camera,Negative
2025-01-24 11:59:48-05:00,0:28 I’m so sorry your brother passed away he gets 3 big booms 💀,Negative
2025-01-24 12:01:07-05:00,Loving my 7900 xt.,Positive
2025-01-24 12:04:08-05:00,Are you still playing ow2 or switched?,Neutral
2025-01-24 12:04:46-05:00,this review is MASSIVE. but do you know what else is MASSIVE? ...,Negative
2025-01-24 12:05:01-05:00,wtf all of my favorite funky white boys all in one place,Positive
2025-01-24 12:06:20-05:00,Missed opportunity to add sponsor segment when 00:24,Negative
2025-01-24 12:06:24-05:00,11:30 ngl that sponsor was the first time i was sold😂 it works so good,Positive
2025-01-24 12:07:19-05:00,Rally to not buy,Neutral
2025-01-24 12:09:06-05:00,i think linus wanted nuggets at the end,Neutral
2025-01-24 12:09:58-05:00,"there's a typo at 17:59 -   should say ""higher is better"".",Neutral
2025-01-24 12:12:05-05:00,"I was so expecting a vengaboys edit of ""boom boom boom boom"" at 0:28",Neutral
2025-01-24 12:12:35-05:00,I want it but I don’t know if I want to fight the scalpers for it.,Negative
2025-01-24 12:12:51-05:00,were the booms from big justice,Neutral
2025-01-24 12:13:11-05:00,We bring the booooom,Positive
2025-01-24 12:13:53-05:00,"No joke, you will actually need heatsinks for your room if you want to game on this, or your gonna feel like a mechwarrior in a laser mech",Neutral
2025-01-24 12:14:49-05:00,Hope you make a video about undervolting the 5090,Neutral
2025-01-24 12:15:42-05:00,"since when linus techtips got so many nerds to promo their video ? it aint working !!! only linnus is ok to speak here, rest is bs crap",Negative
2025-01-24 12:16:20-05:00,"i gave up with pc gaming updates and issues and once u have the latest and greatest bang another is releasing plus the fact the latest and greatest isnt without issues, so guess what i bought an xbox series x plug play and get right into gaming in 2 mins with just the odd update, when im loaded with money then ok back to pc",Neutral
2025-01-24 12:16:31-05:00,it just a ai card with some performance and power consumption increase,Neutral
2025-01-24 12:17:56-05:00,"With every new gen of graphics cards, the poorer i feel. These prices are getting out of hand.",Negative
2025-01-24 12:19:40-05:00,Do a shunt mod on it,Neutral
2025-01-24 12:19:46-05:00,"Yeah Yeah your ""biggest review ever"" until the 6090 Come out, and the next one, and the next after that... pay your lack of imagination, how many so called ""ultimate gaming pc"" did you build so far?",Neutral
2025-01-24 12:21:17-05:00,Game development's gotten so bad that soon you'll need a pair of GTX 6090s just to chomp some dots in Pac-Man. It's progress...but not in the way you think.,Negative
2025-01-24 12:21:52-05:00,"1st time subscriber here. Are you doing a voice over to your video? The disconnect from the voice to your vid is terrible:(. Sounds like bad AI took over your body:(. Otherwise awesome video, great job keep up the kick arse work:).",Negative
2025-01-24 12:23:01-05:00,"Wow, Nice job on Nerding out on this card. Great info",Positive
2025-01-24 12:23:06-05:00,"Worst LLT review ever  Stupid American comedy ""oh wow look.."" in camp way was the biggest skull fuck  I'm deaf in one ear and now I was i was deaf in both after hearing this crap  You guys need to grow up about 10 years especially Riley on the quick bits channel",Negative
2025-01-24 12:23:30-05:00,Thank you for not just covering game specs exclusively.  Some of us grew up and use Unreal Engine and AI agents all day so I genuinely appreciate the broader range of coverage!,Positive
2025-01-24 12:24:10-05:00,Linus brought the BOOM 💥,Positive
2025-01-24 12:25:39-05:00,2000$ ? OMG 10 years ago the same shit would have been 600-700$ Talk about nvidia being greedy (and don't give me the inflation shit vause every year from then they added 100 to 200$ to the price every release!,Negative
2025-01-24 12:25:50-05:00,would have been interesting to see a frame/watt graph. as i think most of these increased performance figures (outside of AI) are due to the increased power draw of the card over last gen 4090's.  the 5090 draws 125 more watts than the 4090,Neutral
2025-01-24 12:28:29-05:00,"Wow, a whopping 10 seconds spent on the topic of 3D rendering.",Positive
2025-01-24 12:29:24-05:00,"Looking to upgrade my 3060 to a 5080, don't with the 5090 is going to be worth it for me.",Neutral
2025-01-24 12:30:06-05:00,I couldn't wait for Linus to DROP this review!,Positive
2025-01-24 12:34:36-05:00,here I am rocking my 980 ti lol,Positive
2025-01-24 12:34:38-05:00,Jesus is Lord!🎉,Positive
2025-01-24 12:34:42-05:00,Focusing on some dogshit artificial frame generations instead of delivering something of real value for 2k$ is beyond me...,Negative
2025-01-24 12:41:56-05:00,11:56 - AI is ruining hard-working artists and is killing the human side of the industry,Negative
2025-01-24 12:43:15-05:00,"@15:12 oh, we're used to that from Elden Ring, actually",Neutral
2025-01-24 12:43:45-05:00,I put it in my pc and it goes... boom?!,Positive
2025-01-24 12:44:55-05:00,Optum's video - cool calm collected. Linus video - loud obnoxious annoying.,Negative
2025-01-24 12:46:10-05:00,Man who never finished college rattles off factoids about Nvidia AI he got off of chatGPT: THE VIDEO,Negative
2025-01-24 12:54:01-05:00,Would love to see a 4090 vs 5090 triple 4K screen sim setup performance comparison,Positive
2025-01-24 12:59:58-05:00,Man the guy doing the ray tracing portion is cringe.,Negative
2025-01-24 13:03:26-05:00,"""Beats by more than double"" ...  I don't think it means wat you think it means.",Negative
2025-01-24 13:06:56-05:00,This shit with the asian is cringe and NOT funny. You try to hard.,Negative
2025-01-24 13:08:17-05:00,Just a big pile of meh,Negative
2025-01-24 13:10:05-05:00,the numbers triple and quadruple so is the price 😂 no thanks,Neutral
2025-01-24 13:10:17-05:00,"I mean, yeah, 5090 for sure the most powerful videocard, but damn the cost. It's gonna cost way more than $2000, which is bad considering $/per frame metrics.",Negative
2025-01-24 13:10:39-05:00,Best review I’ve seen yet. The info shared on the power consumption is wild! Not seeing a lot of other streamers calling that out.. thank you for this. Love your content.,Positive
2025-01-24 13:12:26-05:00,I would like to see more testing on the computational power of the card yes I know gaming is important but as a animator I'm more interested in the Raw horsepower And in regards to AI how about some testing on running local llms,Neutral
2025-01-24 13:13:19-05:00,Thats a lot of big booms,Neutral
2025-01-24 13:13:20-05:00,WTF not the German AI voice again 😭😭😭,Negative
2025-01-24 13:13:39-05:00,I don't like the push for frame generation and DLSS. It seems like smoke and mirrors that muddies quality,Negative
2025-01-24 13:17:49-05:00,why did you guys stop doing 1080p testing? like 75% of gamers still use 1080p so i don't get why you guys stopped.,Negative
2025-01-24 13:18:52-05:00,I think I'm passing on the 50 series. Still have a 2080. Let's see what AMD offers.,Neutral
2025-01-24 13:20:30-05:00,Linus brought the BOOM,Neutral
2025-01-24 13:22:35-05:00,Question is a 5090 still overkill when running 3440x1440 with 120Mhz and Gsync? Gonna play games like Tarkov and KCD2.,Neutral
2025-01-24 13:22:36-05:00,"""Dang look at this thing"" - that sounded so gay. Can you guys just do normal voices in your reviews?",Negative
2025-01-24 13:23:18-05:00,wtf was that segue xd,Neutral
2025-01-24 13:23:39-05:00,I love all the upgrades. I have the s22 ultra. The battery is horrible and the camera besides the main needs some work in low light. I wish the spend didn't lose features but I guess i can just use my watch.,Positive
2025-01-24 13:25:37-05:00,1440p (wrongly called 2K by some) is stupid and should not be used by anyone.,Negative
2025-01-24 13:25:47-05:00,all I need to hear about this in 1 single and highly entertaining video  nice!,Positive
2025-01-24 13:28:44-05:00,so next generation will finally give us RT performance worthwhile without AI? lmao,Neutral
2025-01-24 13:29:04-05:00,"We get video rendering and gaming benchmarks instead of something actually useful like benchmarking the AI capabilities of the card. People do not care if your card can run crysis no more, we wanna see if it can run pytorch... Instead of you leading the way, you are just failing to adapt. how sad",Negative
2025-01-24 13:30:49-05:00,"I want to see the other cards benchmarks, this 2.000$ is not my jam. I am a bit disappointed for now, I was waiting for the 5000 series to see the benefits in terms of efficiency, my 3080ti is equivalent to a 4070 super maybe, so I was hoping to see that kind of performance on lower tier cards... but the 5070 has a 25% increase in W usage vs the 4070...",Negative
2025-01-24 13:33:09-05:00,I guess over to gamers nexus it is. There are so many bots in the comments it’s not good.,Negative
2025-01-24 13:35:56-05:00,"Wow such in depth detail and testing presented in a digestible manner, I don’t need to subscribe to Gamers Nexus anymore. I hope that doesn’t cause Steve to spiral",Neutral
2025-01-24 13:36:32-05:00,"Ada Lovelace - 2022, Blackwell - 2025. So Jensen was cooking new GPU for 3 years and we got that? Seems like his oven ran out of gas..",Negative
2025-01-24 13:38:27-05:00,This intro was so goofy and so awesome,Positive
2025-01-24 13:38:27-05:00,Its just an overclocked 4090 guys,Neutral
2025-01-24 13:41:48-05:00,"xd, I personally hate DLSS its the most overrated thing nvidia have, I want to know the raw performance not some AI bullshit, so maybe I rather buy the most powerfull AMD RX .... but yeah It will be the best GPU on the market right now... but its not price/power GPU thats why some people buys old 4090 or RX 7900XTX....",Negative
2025-01-24 13:42:05-05:00,"That is the most overhyped, Overrated, Overpriced GPU in history. Falling short of gimmick features that are useless and irrelevant in today's gaming era. The cost per pixel is not worth it.",Negative
2025-01-24 13:42:42-05:00,4090 users crying river 😂,Neutral
2025-01-24 13:56:16-05:00,"That first seque 🎂😂 and feel better Linus, you can have nuggets once healed up! 🦷",Positive
2025-01-24 13:56:33-05:00,Well done on this video! Love the format! Thanks LTT!,Positive
2025-01-24 13:59:38-05:00,"dlss sucks  Basically if you're going from 4090 to 5090, don't.  I see the leap to 5080 and 5090 from a 3000 series card or AMD card worth the price, since the price is basically the same.",Negative
2025-01-24 14:00:49-05:00,All I needed to know: 25% more expensive!,Negative
2025-01-24 14:01:56-05:00,In the side by side normal settings vs RT FG there seems to be a massive drop in sharpness or added blurryness in the picture quality of the FG render. Is this a youtube thing?,Negative
2025-01-24 14:05:11-05:00,"Really appreciate your graphs. Easy to understand, great at explaining, and just the overall layout and highlighting your talking points is on point.",Positive
2025-01-24 14:08:45-05:00,So every popular tech youtuber got 5090 for free,Neutral
2025-01-24 14:08:53-05:00,2000$ - yeah sure.,Positive
2025-01-24 14:09:42-05:00,Unreals Nanite is garbage!,Negative
2025-01-24 14:13:55-05:00,10:30 spending so much time and effort on high quality videos just to promote an AI slop service is... embarrassing,Negative
2025-01-24 14:14:26-05:00,I've never seen a new Flagship GPU review that's made me want the last generation version of it.,Neutral
2025-01-24 14:14:35-05:00,Linus at the end you good bro,Positive
2025-01-24 14:20:19-05:00,"That's all well and good, but are the unilateral phase detractors upgraded? or are we still going to be using the old cardinal gram-meters?",Neutral
2025-01-24 14:25:46-05:00,Not a single benchmark for 5090 on YT focusing on VR performance 😢,Negative
2025-01-24 14:26:08-05:00,So how long till the 4090 is less than $500CDN?,Neutral
2025-01-24 14:28:00-05:00,we need redshift or octane benchmarks!🤗,Neutral
2025-01-24 14:35:17-05:00,ayoooo i think its time for a new compensator build lol,Positive
2025-01-24 14:39:01-05:00,This was by far the most positive review of the 5090 I've seen where they did an actual hands on.,Positive
2025-01-24 14:41:05-05:00,fuck its going to boil my water in the loop lol!,Negative
2025-01-24 14:42:55-05:00,Do you need more than 60 fps for a game?,Neutral
2025-01-24 14:43:51-05:00,Damm! Dennis deserves the praise for that sponsorship plug.😂,Positive
2025-01-24 14:45:25-05:00,The artifacts are still noticeable.,Negative
2025-01-24 14:46:08-05:00,idk why but i prefer 3 fans,Neutral
2025-01-24 14:46:26-05:00,"Nvidia fanboys ""Frame gen is the future""!! reality check: it looks like crap no thanks",Negative
2025-01-24 14:48:26-05:00,Did we stop the tradition of someone using extreme settings on Minecraft until the newest graphics card is unable to run the game at a playable rate?,Neutral
2025-01-24 14:49:13-05:00,This card is a disappointment imo. It's just more of the same with some new stuff baked in for more fake frames. There's zero generational uplift in terms of performance per Watt for example.,Negative
2025-01-24 14:54:33-05:00,"I know 1440p is the sweetspot in pc gaming, but many talk about 1080p vs 1440p vs 2160p, and many reviews talk about every new gaming gpu and test Here is my question: why is no one talking about 1800p and testing it? I'm sure in the future can become a sweetspot maybe",Neutral
2025-01-24 14:58:58-05:00,"There is a problem you haven't thought about. The fans blow hot air both out and down, directly onto the SSD. This means it will heat up the m.2 drives in your PC a lot, which already get quite hot, especially when the graphics card blows 80-degree hot air.",Negative
2025-01-24 15:02:02-05:00,"I know cats that would love that cat cave, sadly mine is not one of them... he even hates boxes!",Negative
2025-01-24 15:07:59-05:00,at this point i cant not think that game developers are choosing to not optimize their games properly taking some payoff from NVIDIA. there just is no way that games that are 5+ years old still cant run at 300-500 FPS on cards we never even thought would be possible in our wildest dreams.,Negative
2025-01-24 15:08:35-05:00,With MSRPs like this i don't see why any new gamers would even want to try the PC market. I wonder if the future of mainstream PC gaming is prebuilts like the Deck,Negative
